LOB	Business Area	Scope Item ID	Description	Solution Activity (Hierarchy)	Fiori App or Transaction Title	Fiori App or Transaction ID	Business Role Description	Business Role ID
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	            Dispatch Goods	Initiate Returns - By product 	F4252	Warehouse Clerk (IOG)	SAP_BR_WAREHOUSE_CLERK_IOG
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	            Receive Goods at Base	Initiate Returns - By product 	F4252	Warehouse Clerk (IOG)	SAP_BR_WAREHOUSE_CLERK_IOG
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	            Receive Goods at Base	Process Cross-Plant Receipts 	F4713	Warehouse Clerk (IOG)	SAP_BR_WAREHOUSE_CLERK_IOG
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	            Verify Returns Process Flow (Optional)	Initiate Returns - By product 	F4252	Warehouse Clerk (IOG)	SAP_BR_WAREHOUSE_CLERK_IOG
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	            Confirm Warehouse Tasks	Process Warehouse Tasks 	F4595	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	            Manage Request for Inspecting Items (Optional)				
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	                Assign Inspection Plan and Record Inspection Results	Record Inspection Results (Deprecated) 	F1685	Quality Technician	SAP_BR_QUALITY_TECHNICIAN
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	                Record Inspection Results (Optional - EWM Scenario)	Record Inspection Results (Deprecated) 	F1685	Quality Technician	SAP_BR_QUALITY_TECHNICIAN
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	                Record Usage Decision	Record Usage Decision 	QA11	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Solutions for Specific Industries	Oil and Gas	40G	Field Logistics Planning and Execution	            Create and Confirm Warehouse Tasks for Picking	Run Outbound Process - Deliveries 	F1704	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create a Maintenance Order	Create Maintenance Order 	IW31	Customer Service Manager (Customer Management)	SAP_BR_CUSTOMER_SERVICE_MGR
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create a Network Order(Without WBS Element)	Project Builder 	CJ20N	Project Logistics Controller	SAP_BR_PROJ_LOG_CONTROLLER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create a Network Order (With WBS Element)	Project Builder 	CJ20N	Project Logistics Controller	SAP_BR_PROJ_LOG_CONTROLLER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create Limit PR for Rental / Renewal Extension (Optional)	Manage Purchase Requisitions - Professional 	F2229	Purchaser	SAP_BR_PURCHASER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create Limit PR for Rental / Renewal Extension (Optional)	Process Receipts - Stock and Non-stock items 	F5316	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create Limit PR for Rental / Renewal Extension (Optional)	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create Purchase Order	Create Purchase Order 	ME21N	Purchaser	SAP_BR_PURCHASER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create Hierarchy Purchase Order (Optional)	Create Purchase Order 	ME21N	Purchaser - Central Procurement	SAP_BR_CENTRAL_PURCHASER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Approve Purchase Order (Optional)	My Inbox - All Items 	F0862	Purchasing Manager	SAP_BR_PURCHASING_MANAGER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Onboard Supplier Item via SAP Fieldglass (Optional)				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Add New Equipment as Worker to SOW				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Approve the Worker (as a Buyer)				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Verify the New Supplier Items in Field Logistics	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Fill Manifest Activities Item				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Verify Details of the Supplier Items in Field Logistics	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create Supplier Item (Automatic)	Change Purchase Order 	ME22N	Purchaser	SAP_BR_PURCHASER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Create Supplier Item (Manual)	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Post Goods Receipt at Base Using 103 Movement Type Two-step GR Process (Optional)	Process Receipts - Stock and Non-stock items 	F5316	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Post Goods Receipt at Base Using 107 Movement Type Two-step GR Process (Optional)	Process Receipts - Stock and Non-stock items 	F5316	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Update Supplier Item Details (Optional)	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Receipt at Base				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Process Receipt	Process Receipts - Stock and Non-stock items 	F5316	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Review Outbound Delivery w/o Reference	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Review Warehouse Tasks	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Add Attachments (Optional)	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Add Attachments (Optional)				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Goods Receipt Reversal (Optional)	Process Receipts - Stock and Non-stock items 	F5316	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Goods Receipt Reversal (Optional)	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Release of Hold and Ready for Transport (Optional)				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Release of Hold in Maintenance Order	Change Maintenance Order 	IW32	Customer Service Manager (Customer Management)	SAP_BR_CUSTOMER_SERVICE_MGR
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Release of Hold in Network Order	Project Builder 	CJ20N	Project Logistics Controller	SAP_BR_PROJ_LOG_CONTROLLER
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Review Supplier Item Transport Ready Status	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Review Delivery Block Release in Outbound Delivery	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Review Item Status with Overview Dashboard (Optional)	Receipts and Returns Overview 	F5479	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Review Item Status with Overview Dashboard (Optional)	Process Receipts - Stock and Non-stock items 	F5316	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	    Post Goods Issue and Initiate Transport				
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Complete Open Warehouse Tasks	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Post Goods Issue	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
Solutions for Specific Industries	Oil and Gas	4AH	Field Logistics Planning and Execution - Supplier Items	        Initiate Transport from Base	Manage Logistics - Supplier Items 	F5082	Receiving Specialist (IOG)	SAP_BR_RCVG_SPECIALIST_IOG
