LOB	Business Area	Scope Item ID	Description	Solution Activity (Hierarchy)	Fiori App or Transaction Title	Fiori App or Transaction ID	Business Role Description	Business Role ID
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Approve Purchase Requisition	My Inbox - All Items 	F5331	Administrator - Enterprise Contract Management	SAP_BR_ADMINISTRATOR_LCM
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Change Purchase Requisition	Manage Purchase Requisitions - Professional 	F2229	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Monitor Purchase Requisition Items (Optional)	Monitor Purchase Requisition Items 	F2424	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Redistribute Workload (Optional)	Redistribute Workload 	F2504	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Convert Purchase Requisition to Purchase Order				
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Approve Purchase Order	My Inbox - All Items 	F5331	Administrator - Enterprise Contract Management	SAP_BR_ADMINISTRATOR_LCM
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Change Purchase Order	Manage Purchase Orders 	F0842A	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Confirm Receipt of Goods	Confirm Receipt of Goods - New 	F4489	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Create Supplier Invoice	Create Supplier Invoice 	F0859	Accounts Payable Accountant - Procurement	SAP_BR_AP_ACCOUNTANT_PROCUREMT
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Create Supplier Invoice	Create Supplier Invoice - Advanced 	MIRO	Accounts Payable Accountant - Procurement	SAP_BR_AP_ACCOUNTANT_PROCUREMT
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Korea eDocument Process				
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Purchase Requisition with Reservation				
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Submit self-billing e-Tax invoice	eDocument Cockpit 	EDOC_COCKPIT	Billing Clerk	SAP_BR_BILLING_CLERK
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Create Purchase Requisition with Auto-Reservation	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Check My Purchase Requisition	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Display self-billing e-Tax invoice	eDocument Cockpit 	EDOC_COCKPIT	Billing Clerk	SAP_BR_BILLING_CLERK
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Post Goods Issue for Reservation	Post Goods Movement 	MIGO	Inventory Manager	SAP_BR_INVENTORY_MANAGER
Sourcing and Procurement	Invoice Management	18J	Requisitioning	    Purchase Requisition with Reservation				
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Create Purchase Requisition with Auto-Reservation	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Check My Purchase Requisition	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Invoice Management	18J	Requisitioning	        Post Goods Issue for Reservation	Post Goods Movement 	MIGO	Inventory Manager	SAP_BR_INVENTORY_MANAGER
Sourcing and Procurement	Supplier Management	19C	Activity Management in Procurement	    Create Activity	Manage Procurement-Related Activities - Deprecated 	F2192	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Supplier Management	19C	Activity Management in Procurement	    Create Tasks	Manage Procurement-Related Activities - Deprecated 	F2192	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Supplier Management	19C	Activity Management in Procurement	    Send Tasks	Manage Procurement-Related Activities - Deprecated 	F2192	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Supplier Management	19C	Activity Management in Procurement	    Submit Tasks	Process Procurement-Related Tasks - Deprecated 	F2196	Employee	SAP_BR_EMPLOYEE
Sourcing and Procurement	Supplier Management	19C	Activity Management in Procurement	    Monitor Tasks	Monitor Procurement-Related Tasks - Deprecated 	F2195	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Supplier Management	19E	Supplier Classification and Segmentation	    Display Suppliers and Maintain Supplier Portfolio Information (Optional)	Display Suppliers - Procurement 	F3371	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Supplier Management	19E	Supplier Classification and Segmentation	    Create Purchasing Categories	Manage Purchasing Categories 	F0337	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Supplier Management	19E	Supplier Classification and Segmentation	    Manage Purchasing Categories	Manage Purchasing Categories 	F0337	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Procurement Overview Page	Procurement Overview 	F1990	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Procurement Overview Page	Procurement Overview Page 	F1990	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Monitor Purchase Contract Items Analytics List Page	Monitor Purchase Contract Items 	F2423	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Monitor RFQ Items Analytics List Page	Monitor RFQ Items 	F2425	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Monitor Purchase Order Items Analytics List Page	Monitor Purchase Order Items 	F2358	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Monitor Supplier Confirmations Analytics List Page	Monitor Supplier Confirmations 	F2359	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Monitor Scheduling Agreement Items Analytics List Page	Monitor Purchase Scheduling Agreement Items 	F3143	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Material Price Variance Analytics List Page	Material Price Variance 	F3294	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Embedded Analytics in Supplier Object Page				
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Monitor Central Purchase Contract Items Analytics List Page	Monitor Central Purchase Contract Items 	F3492	Purchaser - Central Procurement	SAP_BR_CENTRAL_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Monitor Purchase Order Items Centrally Analytics List Page	Monitor Purchase Order Items Centrally	F3676	Purchaser - Central Procurement	SAP_BR_CENTRAL_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Overdue Purchase Order Items	Overdue Purchase Order Items	F0343	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Purchase Order Value and Scheduling Agreement Value				
Sourcing and Procurement	Procurement Analytics	1JI	Real-Time Reporting and Monitoring for Procurement     (1JI)	    Supplier Invoice Inbound Automation Rate	Supplier Invoice Inbound Automation Rate 	F4518	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Operational Procurement	1QR	Predictive Analytics for Purchase Contract Quantity Consumption     (1QR)	    Intelligent Scenario Management	Intelligent Scenario Management 	F4470	Analytics Specialist	SAP_BR_ANALYTICS_SPECIALIST
Sourcing and Procurement	Operational Procurement	1QR	Predictive Analytics for Purchase Contract Quantity Consumption     (1QR)	        Select and Train Model	Intelligent Scenario Management 	F4470	Analytics Specialist	SAP_BR_ANALYTICS_SPECIALIST
Sourcing and Procurement	Operational Procurement	1QR	Predictive Analytics for Purchase Contract Quantity Consumption     (1QR)	        Set a Model Version to Active	Intelligent Scenario Management 	F4470	Analytics Specialist	SAP_BR_ANALYTICS_SPECIALIST
Sourcing and Procurement	Operational Procurement	1QR	Predictive Analytics for Purchase Contract Quantity Consumption     (1QR)	    Quantity Contract Consumption	Quantity Contract Consumption - Release Amount/Target Amount 	F2012	Strategic Buyer	SAP_BR_BUYER
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	    Create Price Request	Manage RFQs 	F2049	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	    Create Supplier Quotation	Manage RFQs 	F2049	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	    Display Supplier Quotation (Optional)	Manage RFQs 	F2049	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	    Compare and Award Supplier Quotation	Compare Supplier Quotations 	F2324	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	    Create Follow-on Documents	Manage Supplier Quotations 	F1991	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	    Detect and React to Situation (Optional)				
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	        Detect Critical Low Number of Received Quotations Situation				
Sourcing and Procurement	Sourcing and Contract Management	1XF	Request for Price	        React to Critical Low Number of Received Quotations Situation				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	    Scenario 1: Central Requisitioning				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Maintain the Default Setting for Users				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Maintain the Default Setting for Users	Default Settings for Users - Purchase Requisitions 	F1995	Configuration Expert - Business Process Configuration	SAP_BR_BPC_EXPERT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Purchase Requisition â€“ In HUB System	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Approve Purchase Requisition (Optional) â€“ In HUB System	My Inbox - All Items 	F0862	Manager - Procurement	SAP_BR_MANAGER_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Check My Purchase Requisition â€“ In HUB System	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Process Purchase Requisition (Optional) â€“ In Connected System	Manage Purchase Requisitions - Professional 	F2229	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Check Change Log of Purchase Requisition (Optional) â€“ In HUB System	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Convert Purchase Requisition to Purchase Order Manually (Optional) â€“ In Connected System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Confirmation for HUB Purchase Requisition â€“ In HUB System	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Confirmation for HUB Purchase Requisition â€“ In HUB System	Confirm Receipt of Goods - New 	F4489	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create a Return Delivery for HUB Purchase Requisition (Optional) â€“ In HUB System	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Service Entry Sheet for HUB Lean Service Purchase Requisition â€“ In Connected System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Supplier Invoice â€“ In Connected System	Create Supplier Invoice 	F0859	Accounts Payable Accountant - Procurement	SAP_BR_AP_ACCOUNTANT_PROCUREMT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Credit Memo (Optional) â€“ In Connected System	Create Supplier Invoice 	F0859	Accounts Payable Accountant - Procurement	SAP_BR_AP_ACCOUNTANT_PROCUREMT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	    Scenario 2: Reservation for Central Requisitioning				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Maintain the Default Setting for Users				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Purchase Requisition â€“ In HUB System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Approve Purchase Requisition (Optional) â€“ In HUB System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Check Reservation Number â€“ In HUB System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Post Goods Issue for Reservation â€“ In Connected System	Post Goods Movement 	MIGO	Inventory Manager	SAP_BR_INVENTORY_MANAGER
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	    Scenario 3: Central Requisitioning with Expert Mode	My Purchase Requisitions - New 	F1643A	Employee - Procurement	SAP_BR_EMPLOYEE_PROCUREMENT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Maintain the Default Setting for Expert Users				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Maintain the Default Setting for Expert Users	Default Settings for Users - Purchase Requisitions 	F1995	Configuration Expert - Business Process Configuration	SAP_BR_BPC_EXPERT
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Expert Purchase Requisition â€“ In HUB System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Expert Purchase Requisition â€“ In HUB System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Check Expert Purchase Requisition (Optional) â€“ In HUB System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Navigate and Edit the Expert Hub Purchase Requisitions â€“ In Connected System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Process Purchase Requisition (Optional) â€“ In Connected System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Release Purchase Requisition â€“ In Connected System (Optional)				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Convert Purchase Requisition to Purchase Order Manually â€“ In Connected System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Post Goods Receipt for Purchase Order â€“ In Connected System				
Sourcing and Procurement	Central Procurement	1XI	Central Requisitioning     (1XI)	        Create Supplier Invoice â€“ In Connected System				
Sourcing and Procurement	Sourcing and Contract Management	1XV	SAP S/4HANA for Enterprise Contract Management     (1XV)	    Manage Context	Manage Contexts - for Legal Contract 	F2346	Legal Counsel	SAP_BR_LEGAL_COUNSEL
Sourcing and Procurement	Sourcing and Contract Management	1XV	SAP S/4HANA for Enterprise Contract Management     (1XV)	    Request Legal Contract	Request Legal Contract 	F2403	Employee - Enterprise Contract Management	SAP_BR_EMPLOYEE_LEGAL_CONTENT
Sourcing and Procurement	Sourcing and Contract Management	1XV	SAP S/4HANA for Enterprise Contract Management     (1XV)	    Manage Legal Transactions	Manage Legal Transactions 	F2310	Legal Counsel	SAP_BR_LEGAL_COUNSEL
Sourcing and Procurement	Sourcing and Contract Management	1XV	SAP S/4HANA for Enterprise Contract Management     (1XV)	    Approve Legal Transactions (Optional)	My Inbox - All Items 	F5331	Employee - Enterprise Contract Management	SAP_BR_EMPLOYEE_LEGAL_CONTENT
Sourcing and Procurement	Sourcing and Contract Management	1XV	SAP S/4HANA for Enterprise Contract Management     (1XV)	    Manage Legal Documents	Manage Legal Documents 	F2453	Legal Counsel	SAP_BR_LEGAL_COUNSEL
Sourcing and Procurement	Sourcing and Contract Management	1XV	SAP S/4HANA for Enterprise Contract Management     (1XV)	    Manage Legal Tasks	Manage Legal Tasks 	F2304	Legal Counsel	SAP_BR_LEGAL_COUNSEL
Sourcing and Procurement	Sourcing and Contract Management	1XV	SAP S/4HANA for Enterprise Contract Management     (1XV)	    Check Enterprise Contract Management Overview	Enterprise Contract Management Overview 	F2933	Legal Counsel	SAP_BR_LEGAL_COUNSEL
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	    Replicate Master Data from SAP S/4HANA to SAP Fieldglass				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate Company Code				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate Cost Center				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate WBS Element (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate Sales Order (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate Purchasing Organization				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate Plant				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate General Ledger Account				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Replicate Business Partner				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	    Service Procurement for Work Order				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Create and Submit Job Posting				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Approve Job Posting				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Submit Job Seeker to Job Posting				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Hire Job Seeker				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Complete and Submit Work Order				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Approve Work Order				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Purchase Requisition in SAP S/4HANA	Manage Purchase Requisitions 	F2229	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Updated Work Order Status				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Accept Work Order				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Purchase Order in SAP S/4HANA	Manage Purchase Orders (Version 2) 	F0842A	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Activate Work Order				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Register Worker				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Revise Work Order (Optional)	Manage Purchase Orders (Version 2) 	F0842A	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Submit Time Sheet				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Generation of Service Entry Sheet in SAP S/4HANA	Manage Service Entry Sheets 	F2027	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Post Periodic Accruals in SAP S/4HANA (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Approve Time Sheet				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Reject Time Sheet (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Approval Status of Service Entry Sheet in SAP S/4HANA	Manage Service Entry Sheets 	F2027	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Approve Invoice				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Invoice in SAP S/4HANA				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Run Invoice Status Update in SAP S/4HANA (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Revise Time Sheet (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Revise Time Sheet (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Revise Time Sheet (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Revise Time Sheet (Optional)	Manage Service Entry Sheets - Lean Services 	F2027	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Revise Time Sheet (Optional)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Pay the Invoice in SAP S/4HANA	Post Outgoing Payments 	F1612	Accounts Payable Accountant	SAP_BR_AP_ACCOUNTANT
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Run Invoice Status Update in SAP S/4HANA (Optional)	Schedule Supplier Invoice Jobs 	F1683	Accounts Payable Accountant - Procurement	SAP_BR_AP_ACCOUNTANT_PROCUREMT
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Updated Invoice Status				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Close Work Order				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Close Work Order	Manage Purchase Orders 	F0842A	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	    Service Procurement for Statement of Work (SOW)				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Manage Supplier Classification				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Associate Classification to Supplier				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Associate Business Units to SOW Template				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Associate Classification to SOW Template				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Create Statement of Work				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Approve Statement of Work				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Purchase Requisition in SAP S/4HANA				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Updated Statement of Work Status				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Accept Statement of Work				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Purchase Order in SAP S/4HANA				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Revise Statement of Work (Optional)	Manage Purchase Orders (Version 2) 	F0842A	Purchaser	SAP_BR_PURCHASER
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Mark Work Item as Complete				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Check Generation of Service Entry Sheet in SAP S/4HANA				
Sourcing and Procurement	Invoice Management	22K	External Workforce Procurement via SAP Fieldglass     (22K)	        Post Periodic Accruals in SAP S/4HANA (Optional)				
